Timeline, Average Area in Acres 
1870-1889," 2,219,790.71 "
,
,
1890-1909," 278,645.31 "
,
,
,
,
,
,
,
1910-1929," 686,224.96 "
,
,
,
,
,
,
,
,
,
,
,
,
,
1930-1949," 765,430.19 "
,
,
,
,
,
,
,
,
,
,
1950-1969," 217,346.66 "
,
,
,
,
,
,
,
1970-1989," 1,821,443.41 "
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1990-2009," 564,670.96 "
,
,
,
,
,
,
,
,
,
2010-2019," 14,075.66 "
,
,
